Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
106968.965,-0.44077532,-0.80205930,1.49266588,1.60053712,-0.05604814,-1.91638563,-0.59907521,-1.00186877,1.44109952,1.73198852,0.18485618,-1.89876110,0.12335532,-0.72888446,-1.81340913,-0.25110297,0.20845722,0.00693011,0.40796820,1.28568899,-0.75709831,-0.50361529,0.87238371,0.59983387,-0.51503797,2.13036387,0.41467534,0.07786737,3.42,0
146222.864,0.22156067,1.42161166,-0.03947392,-0.50288700,-1.19116747,-0.01380641,-1.78843116,-0.15285465,0.47421443,0.47452079,0.24163370,0.21300927,-0.66710229,0.30920185,-0.16492934,-0.70219723,0.11628424,-0.64179511,0.00121673,0.75236860,-0.05043510,-0.35848095,0.58156787,0.62254436,0.02156673,0.17534464,-0.47290823,-0.01250994,22.55,0
122064.768,-1.30514132,-0.77685516,0.10444507,0.36577804,-0.65657648,-1.73843360,-0.54336276,0.05842690,0.57500802,-0.26424662,-0.44462865,-0.39132167,0.96791056,0.04396212,0.80041390,-0.32989176,0.32441562,0.85329510,2.15130975,-0.96901024,-0.25604985,-0.32723220,0.18554614,0.55563068,0.19426786,1.20943161,0.17212370,-1.70094180,14.73,0
67330.588,0.58380404,0.78516897,-0.14503096,0.88814521,1.18975972,0.71587626,1.71855126,1.03646853,1.04040986,2.15968376,0.37854058,-0.16741115,-0.02598786,0.76848722,2.30339844,-0.03740301,1.60927500,-0.15119792,0.06121800,-0.25351368,-0.12275098,-1.01569199,0.65772363,1.33536128,0.18672827,-1.59616638,0.45559395,0.54630035,39.02,0
63908.341,1.63286396,0.99207418,0.61495877,0.21690948,-1.44942799,0.10789295,0.60208573,0.80893796,-0.35921464,-0.06762749,1.48193647,-1.04039302,0.33607565,-0.03292031,0.42330850,-0.90571052,-0.19790207,-0.04736311,1.36954680,1.65050537,-0.29678342,-0.17790914,-1.12162828,1.49911241,-0.30767494,-0.60019751,0.08452293,0.42496124,2.25,0
119319.941,0.64562298,0.29383373,-0.24680559,1.31929009,-1.34626598,1.59196488,-0.97562953,-0.09262294,-1.30742175,0.36465730,0.31027904,1.98697599,-0.39949456,0.37898230,0.77632299,-1.28842165,-0.29392037,0.15527595,0.27118848,1.15853624,0.87595791,-1.41924759,-0.26883928,-1.20542266,-0.14411887,-0.72446201,-0.24912034,0.23519225,90.49,0
40828.508,-2.17519503,-1.41476072,-0.02750027,-0.22019049,1.86437112,-2.62850967,1.26567106,-1.70932041,-0.20946322,-0.77330716,0.28003048,-1.30614114,0.78769635,0.39677111,-0.43683651,0.92443453,-0.08827458,-0.72867564,-0.20144704,1.21316991,-0.06344596,0.92551974,-0.20767955,0.12485017,-1.02789574,-0.19903205,0.23041154,0.07644527,5.76,0
40749.413,2.59081192,-0.68945118,-1.36642353,-0.01604542,-0.16271115,-0.39660545,-0.49058163,0.79264662,-0.74679241,-0.86455936,0.44890975,0.85611674,-0.36012911,-0.07865163,-0.03940689,-0.32197585,-0.22357924,-0.42102286,0.85392692,0.10519676,0.07768286,-0.03424041,1.16056425,-0.38960964,-1.56376555,0.36052836,-0.51626271,0.03598077,7.24,0
98509.036,0.48460721,0.93097951,-0.78893161,-0.03502003,1.04918447,-0.03839757,0.42839416,-0.10825970,-1.40057889,1.23068647,0.44498300,-1.12260373,1.10593475,2.95736176,0.29867471,0.21178999,-0.19800197,-0.81559460,0.89191778,0.89951701,0.65032440,-0.00635216,0.00992458,-0.88475004,0.88784012,0.43594557,0.62448414,0.72679901,97.57,0
4902.658,-0.31267214,-0.53500191,-0.04726003,0.48473539,-1.35736779,1.32831987,-1.21058364,0.76595570,-0.21160677,0.40999911,0.74675645,0.63891499,-1.00936095,0.67723703,-1.81413360,-0.30282579,1.50615179,2.11688071,0.41894704,-1.58727274,0.13919686,-0.47603634,0.02008301,-1.56649121,-0.89928977,-0.18972881,0.08474044,1.12383149,54.44,0
120169.683,0.45491456,0.69277174,0.40199343,-0.98609697,0.84477768,-1.07357159,-0.11931099,0.45395814,-0.59013304,0.35378935,-1.17803706,0.50089029,-1.00898439,0.33410639,-0.29149066,0.46072655,0.34845905,0.58265840,0.84581328,-0.15730044,-0.77504181,-1.42119227,-0.49588216,0.35428412,-1.02241149,0.77850396,-0.42472589,-0.80766878,86.96,0
83951.277,0.73801382,0.74524717,2.18860777,-0.50763880,1.49786406,0.62296462,1.00215537,0.99114055,0.32807424,-1.60371193,1.03378699,0.96839433,-0.09587824,0.34838424,-0.30732244,-1.78048344,0.03926781,0.37650554,-0.66999860,0.60763254,-0.58852976,0.36077891,0.32085951,-0.39708613,0.65476669,1.28005742,-0.10668282,0.25341949,18.92,0
114175.015,1.42340892,-0.09536003,-0.40206237,0.01801322,0.99158587,0.66090979,-0.96319024,-0.10347139,-0.91727345,-0.50194147,-0.16530464,-0.02697782,1.23623640,0.40303961,-0.47143671,0.34138199,0.03953500,0.13269445,-0.13846344,-0.08428685,0.04112087,-1.49548198,-0.88462980,1.46574658,-1.16273654,0.42257493,0.58316855,0.29200941,38.67,0
161909.429,2.63822905,0.86118567,-0.53214613,0.85560363,0.75553029,0.95200115,-0.42377982,0.18402899,-0.95253028,0.34098066,-0.07427753,0.49063545,-1.45814839,0.83665091,-1.66440449,-0.89147651,0.56274428,-0.82436479,1.50728404,0.81450252,0.18463149,-0.49750480,-0.06126631,-0.56461925,-0.69256059,1.56781403,0.37541990,-0.62639399,18.58,0
110261.331,1.15111407,0.45533201,0.18215211,-0.09884418,0.70869682,1.35310129,0.27285857,0.28146521,0.77890071,0.57451063,-0.99770698,-1.13558108,0.59596749,-0.85771221,-0.87312445,1.38139372,1.04323588,-0.76174470,0.32950465,-1.24561420,0.41448484,0.96170022,0.10411553,0.74348989,-0.23113254,-1.13929943,0.33671613,-0.81435189,119.23,0
161645.741,0.10590308,0.83523824,0.77989811,0.82081811,-0.09323220,-0.34489619,0.53674803,1.58092070,0.83163068,-0.68941873,-1.63482943,-0.17515415,0.35226092,-2.16761756,-0.75480963,-0.74683676,-0.39423605,1.59196150,0.97357077,-0.21041628,-0.04399810,-0.49309739,-0.35841039,-0.29654862,-1.28266343,0.07655044,0.62263658,0.09727644,133.47,0
13972.568,0.20089264,1.62015253,1.29302041,-0.29052944,-0.85118525,-0.15772187,0.14338321,0.41638086,0.10190415,-0.03144409,0.95408341,1.48189187,-0.62684201,0.15728526,0.28689694,1.66194380,0.98274439,0.32926180,0.14140522,-0.22213188,0.38033090,1.18479657,1.39302436,-1.32923816,0.14756423,0.99838741,0.15040536,0.21247403,12.33,0
127049.493,-0.46550440,-0.11492608,0.68240730,-0.19099094,-0.01790753,0.70864477,0.56721953,-0.66590751,-0.61370853,-0.49613107,0.43043080,1.63738802,-2.18473167,-0.12915252,0.37417534,-0.11182371,0.32615234,1.60927637,-0.47133378,0.02317285,-0.07729190,-1.20341473,0.82771475,0.08277629,0.01735495,2.08312330,0.69968230,-0.00736378,252.84,0
18325.533,-1.82698061,-1.45423954,0.06317178,-1.37333427,1.45955807,0.58809943,-1.18512724,0.66589643,-1.03376645,-0.78418116,-0.32610036,-0.44903599,-0.97478725,0.69645471,-0.14101342,-1.65585050,-0.42723796,-0.39932228,1.65557126,-0.96298686,-0.22783977,0.31365414,0.20713091,0.62666243,-0.09131008,-0.85289949,-0.69714232,0.50982221,4.07,0
19002.397,-0.35082979,-1.03003060,-0.24380820,1.77472282,0.52511680,-1.33830643,0.92668308,-0.71414569,0.00104932,0.47786738,-0.01144323,-0.55405126,-0.48695844,0.83372789,-0.80263594,0.73408223,0.41784113,-0.40124260,-2.30707472,-0.98722563,-1.30988214,2.19595602,0.40777423,0.36145885,-0.04466731,-0.94856745,-0.32882978,0.29325032,24.71,0
170272.606,-0.82505415,-0.46054546,-0.31537506,0.62925638,-0.20840603,2.10268729,-0.69285186,-0.63724413,1.61983080,-2.41864547,0.66421553,-0.19010875,1.22641839,1.22005228,1.17533620,-0.50245988,-0.40656998,1.23568952,-0.64565058,-0.26128831,0.46535849,-1.36618999,-0.36668636,-1.46230086,-0.32849111,0.03435247,0.46411819,-0.22687369,14.45,0
45868.740,0.88556632,0.58220085,1.04649675,0.93377409,-0.72767062,0.87140156,-0.53303126,-0.48919283,-0.82620779,-1.29783067,-1.07990935,0.14618429,0.84247467,-0.14514716,1.35753852,0.21091925,-0.01333608,-0.72943881,0.73312314,-0.31565476,0.41133211,-0.88673144,1.21758329,0.73917987,0.45406538,-0.01769538,-0.00732866,0.90650289,2.67,0
118795.073,-0.12533282,0.48852896,0.50878419,0.70933972,-0.72137656,-1.14357419,0.48758693,0.15884543,-0.78606283,-0.20687916,-1.29127637,1.01281245,0.72705821,-0.47858231,-0.82582058,1.01137170,2.16933567,-2.09919829,-0.17271454,0.83767072,-0.83085352,-0.75910688,0.39289085,0.33305055,-0.97366652,-0.84831630,0.29315239,0.49015830,42.54,0
45512.496,-1.59884831,-0.24623110,0.24571698,-0.73794458,-1.05173255,2.04600054,-0.87744433,0.57149372,-0.58257311,0.07703458,-0.54373564,-1.32474317,-0.58927255,1.00485344,-0.32739382,1.01028674,0.44106688,-0.51149235,0.66655604,0.42704063,-0.14425347,0.47249076,-0.74785487,1.57567040,1.36738689,0.37158498,0.14281352,-0.46792729,73.37,0
119301.745,0.80211890,1.25614058,-0.53651841,-1.38313251,-0.33044184,0.91379542,0.01385014,-0.11607877,-1.16117120,2.34516080,-0.49771763,-0.58106152,0.50330313,2.05639311,1.83450019,0.67462077,1.28173444,-0.81658171,0.88678547,0.30960839,-0.13342288,-0.16299289,0.62025367,-1.95703180,-0.74434594,0.21673767,-0.22277386,-0.97106139,24.62,0
130724.705,2.32486822,-1.08188699,0.71152316,-0.94893543,1.04477320,-1.48747834,-0.98366978,-0.64632232,0.12908430,1.15775721,-1.14488139,1.01786938,-0.43335574,-2.06661294,0.78618081,-1.31063088,-0.63921480,1.94482387,0.43125870,0.78778641,-0.00080974,0.18735744,-0.51565051,0.33991256,0.48881050,-0.04647151,-1.01710242,-0.13326462,47.15,0
58454.753,1.59683612,-0.08998301,-1.29364705,0.45377438,-0.33761029,1.38767596,-0.32947499,0.18302615,0.19666615,0.24570050,-0.39291633,-1.84622334,-1.04609231,0.43662654,1.55852496,1.34834193,-0.32894499,0.35476125,-1.51421968,0.68729673,0.46019142,-0.95493218,0.67827814,0.31150773,-1.56155245,0.96371760,-0.53226925,-0.92096366,6.64,0
78332.916,3.00464453,-1.24117319,0.53260712,-0.04345034,0.63876465,1.02566902,-0.63410644,0.39499229,-0.28939103,-0.36625835,1.73959231,0.31313832,-0.16453407,-0.44986038,-0.92545735,0.13970150,-1.23365046,-0.28347913,-1.08897535,0.56055691,0.57199126,-0.19489482,0.43256365,1.10611814,1.08235739,-0.18717256,0.49465546,-1.60958147,87.42,0
96442.466,-0.70741330,0.27687521,0.81166179,-0.30982362,1.41243725,0.92915633,0.47023797,-0.41432582,-0.90713925,-0.68950287,0.96577454,-0.40520793,0.10775833,1.16258064,-0.22520952,0.33798856,-0.53237879,-0.61894730,-0.55482624,-0.18176837,0.48330031,0.61577191,0.40969197,0.62400847,1.03550680,0.43740869,0.31273950,0.44995379,36.72,0
39574.746,1.02771595,0.33824783,0.45383879,0.57241355,-0.14837286,0.93216113,1.22617022,0.02236261,-1.96500507,0.96367971,-0.35009061,0.57526599,1.17979714,-0.62930115,0.67606771,0.52193306,0.91378917,-1.33051052,-0.94865874,-0.42660319,-1.04042417,0.15692551,0.15248514,-0.52515711,0.17655656,0.11150161,0.01456005,-0.10643287,54.53,0
102216.713,2.12050368,-0.36698055,1.15201237,0.11989739,1.05125488,0.35282833,-0.75232969,0.22938697,0.12522985,-1.45635367,0.24889432,0.26794387,-0.69518686,-1.22808887,-0.05397329,-0.40153087,-1.34525495,0.05932943,-0.86465948,0.83973046,0.75742617,-0.20325019,0.38008476,-0.07027341,-1.57285094,0.15548932,-0.55753312,-1.25124796,2.87,0
28629.542,-2.15734705,-0.14771499,0.20652236,0.21160429,-0.36487991,-0.18683928,0.41219938,-0.30882139,-0.85237214,0.82924315,-1.10105361,-0.68568986,1.13441896,-0.26856340,0.62155462,-0.42688143,1.37421209,0.33403172,0.07655478,-1.14456091,-0.55340871,0.74596214,-0.06323880,-0.07642414,1.13479787,1.46469225,-0.12666127,0.79203804,74.56,0
113328.859,0.37829372,1.39954486,0.48207942,-2.10122314,-0.67304650,-0.76338367,1.50167390,0.01224936,0.86433399,-0.06239065,-0.34121843,1.20060538,0.41931263,0.46147982,-0.51696951,1.47110739,-0.89517858,-0.56172303,-0.92694626,0.41952042,0.50380017,0.73703466,-1.33784062,0.13644568,-0.03278892,0.76732129,-0.84331956,-0.60563012,357.72,0
138792.947,-0.49525722,-1.49294043,0.71230400,0.57391095,0.78641237,-1.60337270,0.16465270,-0.26625042,0.76737991,-0.43375991,-0.39575455,0.65930211,0.57494008,-0.77156633,0.13557192,-0.21423141,0.97592351,-1.09312253,-0.52509706,-0.73649080,-0.36778850,1.19793267,-0.14858284,-0.58458988,-1.16737600,-1.25203521,-0.18075930,-0.23789888,11.20,0
79965.316,0.47958580,-0.90995364,0.06217801,0.16424849,-1.05665445,-0.46123479,0.71648996,-0.32515712,0.59618840,-0.30422956,-0.47245098,0.83998368,1.37571738,-0.84507924,0.93449237,0.57821331,0.85595992,2.06790481,-0.06179748,-0.67122071,-0.37049187,0.04656788,-0.12264509,-0.02306705,-0.10181041,0.12546511,0.13827551,0.16443246,28.24,0
17720.634,0.30624273,0.18407856,0.56149156,-0.13135850,1.99082592,-0.84646770,-1.97949283,-1.49448886,0.61005055,0.90224776,-0.61424494,-0.50645556,-0.38332755,2.44295242,-0.17022271,1.07470549,1.34423983,0.05704533,-0.26504070,-1.94414780,1.57123869,0.18432980,0.05429929,0.22775525,0.81417618,0.41977961,-0.24194545,-0.33406599,34.15,0
131314.845,0.25481557,-0.49610624,0.97974904,0.46109751,-0.52147652,-0.40786442,-0.18894026,-1.29732230,0.97350883,0.48282111,-1.42851631,-0.11739333,-0.20476266,-0.00805692,0.53411373,0.29560482,-0.55704349,-0.07698531,0.77391907,-1.66816308,0.20096283,0.03437670,-0.14809146,1.28535201,-0.12386252,-0.59795646,-0.15459166,1.22150629,43.06,0
13533.427,1.43582199,0.26770185,1.29813837,-1.51876945,0.53744076,1.40791284,-0.55677926,-0.25375967,-0.19354682,-0.08805229,-0.94832668,-0.42829923,0.34466483,-0.84050480,0.20924960,0.53950705,0.22127694,1.01879266,-0.22728709,1.09623071,-0.05178315,0.51830187,-0.20061514,-1.11096469,-0.55360858,0.23845432,0.25239282,-1.07620210,43.62,0
68367.818,-0.00656822,1.98908731,2.45209712,-0.90812685,-1.33580852,2.39192343,0.58535283,0.83657363,0.91997022,-0.13355515,0.63759907,-2.59706603,0.32174970,1.20747087,-0.92113112,0.37397387,2.49319804,-1.19511679,0.40741912,0.96408368,0.48123008,-1.29294203,0.66131778,-0.57598271,0.70682736,0.52104168,-0.63111634,-0.50881739,7.72,0
153414.759,-1.14893443,-0.02255066,-1.27845594,0.08392766,-1.44952798,-0.56586029,-0.14955878,0.16322446,-0.28488638,-1.06387479,0.49774994,1.18956653,0.26068892,0.71421198,0.61832277,2.32002278,0.49616178,-0.82885815,0.02266419,-1.19256459,-0.88892530,-0.68887728,0.32463671,0.47796076,-1.26260075,0.58071501,-0.21827669,-0.46020557,30.51,0
124988.543,0.68661733,0.34850614,-0.68836233,1.34312874,-0.39622662,-0.53648083,-1.13840476,-2.27813814,0.39163329,-0.56744202,1.47223117,-0.44425936,0.43372420,0.94828477,0.59296219,-1.26736436,1.18359710,1.62944238,0.76888078,1.05536257,-0.47901340,0.00827534,0.16230004,0.26980411,0.35913879,0.39755829,0.03032690,1.21135208,110.45,0
93472.787,-1.14713676,1.02031703,-0.29502036,0.63795293,0.18900361,-0.42900683,0.02388509,0.05343146,-0.66041087,-0.19733467,0.59535597,-2.34057069,-0.17693266,0.08175925,-0.70204488,-0.44016132,-1.18583785,0.98795233,0.38028552,-0.77102529,0.71306816,1.51165064,-0.00413907,0.62251759,-0.44903348,-1.32983456,0.65753171,0.21563272,57.00,0
171327.624,-1.04521780,0.51058942,2.29632903,-0.38240016,0.39349784,-1.12875283,-1.38933599,0.18965320,1.92753496,0.07662116,-1.22707492,0.79503937,-1.71110088,1.11809241,1.22116092,0.57712585,-0.12137264,-0.31104499,0.26354920,1.05239539,0.19269898,-0.66720177,0.81566137,1.85999820,-0.37683256,0.07569832,-0.63756952,-1.35270233,19.36,0
154105.383,-0.84984987,0.97217356,1.57594653,0.30444844,0.75048131,0.41353945,1.38591673,-0.92706793,-1.44454148,-0.02931856,0.85184939,-1.37310951,0.14611324,0.52778332,0.78463933,2.15959620,0.06321220,-1.05539746,0.62255032,-0.18932769,-1.07301007,1.20948201,-0.17899442,0.35045620,1.71719611,0.08775476,-0.66020860,0.56891525,51.21,0
158755.252,-1.45426675,-0.02439382,0.93815627,0.56375902,1.72304139,-0.13158375,-0.47906244,0.25596368,1.67728694,-1.57497912,-0.79704645,0.31459622,-1.30590736,1.07024437,-0.21633002,0.36554653,-2.19959240,0.46626148,-1.17611406,-0.75401751,0.84599209,0.31576407,1.10415118,-0.88490867,0.83396018,-0.32478248,-0.29508745,1.04982259,41.12,0
101125.514,0.23801870,-0.85524749,-1.36678352,-0.14889483,2.13162781,-0.48875477,-0.81507677,-0.44298127,-0.29411357,0.17628066,0.28124881,-0.11144234,0.10821569,0.86112633,1.22547906,1.49749427,1.85003062,-0.28477305,0.42086047,0.39887605,0.93346396,0.85678118,0.04495341,1.03597575,0.99263774,0.02858002,1.07014895,-0.49655230,14.89,0
91100.031,-1.41211006,0.58284755,-0.00138391,-0.09608531,0.94721704,1.49919880,0.58263722,1.79706354,0.48302699,-1.14619217,-0.29147594,0.79510014,0.32449945,-0.00708388,-0.42100391,-1.61748462,-0.51714829,0.65132538,0.23613218,1.70068657,1.22456666,1.09506789,0.78200364,-0.27679279,-1.35030775,0.55022542,0.60356063,-0.54514572,18.72,0
96524.571,-1.96297643,-0.83919351,-2.71909750,-0.76879113,1.53082418,-0.09741955,0.28697111,-0.42505845,-0.55530907,-0.50388811,0.06707215,-1.35890192,-0.05365923,-0.23968879,-0.83199616,-0.17733701,0.54746969,0.04629437,-1.10445601,0.46961401,0.84317904,-0.68858741,-0.25457997,-0.73080748,-1.39507504,0.47579484,-1.31831516,0.91461286,51.13,0
118075.010,1.85263961,0.80970416,0.18701859,0.26260243,0.66267495,1.63748155,0.66378982,-1.15363788,0.45511453,-1.00839872,1.99535126,-0.11693990,0.42797091,0.93830301,1.06909055,0.21209820,-0.97133364,-0.66439257,-0.60103366,-0.12369379,0.56662652,1.74700233,-0.22296357,-0.84069374,0.51262461,0.11675440,-0.63445471,-0.21027380,116.20,0
8006.588,-0.48943582,0.39934125,0.53682358,0.57451032,-1.14249488,-1.04151673,-1.06937793,-0.33135149,-1.63733331,-0.22038331,-0.50395111,-0.04988723,0.13991920,-0.56111944,0.98032069,0.04861980,0.20992438,1.46745428,0.29733367,0.07657709,1.68641571,0.59074648,-0.93469917,0.49023320,-0.99322779,0.85409468,-0.56877056,0.22248974,58.57,0
90438.188,-1.13845928,-1.02316612,-2.68173923,-0.25028634,-0.96843524,-0.38929305,0.96585575,0.30367544,-0.73780003,0.66464975,-0.04233173,-1.37113205,-0.59502995,-0.41270011,-1.05364790,-1.38416464,-1.00937874,1.50737303,0.20569559,0.02991817,1.16297632,0.64041905,-0.39193034,0.16507528,0.08811741,-0.60373805,0.44704925,1.57432997,7.93,0
157730.318,0.07454000,1.71348140,-0.17766617,-0.60966708,-0.37547473,-0.89125571,-0.46372174,-1.40273161,0.45847110,-0.34795530,0.96633982,-0.24689868,-0.62860840,-0.41057298,-0.10506377,-0.29346015,-0.57267925,0.20261207,-0.55546460,0.39794227,1.02964697,1.46203634,-0.16158826,-0.20969348,-1.52667480,1.21770084,0.45427224,-0.67676690,11.85,0
158473.404,-2.41258826,-0.30787852,2.31223984,-0.07646847,-0.41180980,-2.11387427,0.32957002,-0.72611679,-0.30966044,2.21942928,-0.63547837,-0.55815223,0.58876839,1.16179231,-0.69489929,-0.62781481,0.77903507,-0.94836155,-0.11529740,1.12673127,0.76622015,1.53647138,-0.80291190,-0.13240108,-0.58751489,0.76094511,-0.48297673,-1.30780740,103.98,0
110329.216,-0.34799412,-0.79466785,-2.59614763,0.40744477,1.72223115,1.48205491,1.14652532,-0.17816478,-1.25208410,-0.42193903,-0.71556439,-0.80431558,-0.34012011,-0.58805125,-1.05518898,-1.23572167,-1.56661065,1.38234568,1.32843999,0.27137786,-0.62414879,-0.25970471,-0.43573411,1.35490258,-0.41774859,-1.25345333,0.04807743,0.70198312,32.73,0
169626.112,1.50459729,0.31235574,0.71322462,-0.28887571,-1.05391826,0.83865663,-0.63488020,-1.83857703,-0.65832486,1.37672578,0.02988876,0.29919200,-0.01269124,0.09048828,-0.47738487,0.28249246,0.26093703,-1.51811252,-1.22924671,-0.01682045,0.26712835,0.62956668,0.18495517,-1.22626594,0.27191816,-0.97590888,-0.59937543,0.22490902,8.97,0
20498.079,-0.46933428,0.12580442,0.25574279,1.19477637,1.11354761,2.70998125,1.07450527,-0.77538034,0.11192462,0.22779446,-1.40664044,-1.07647359,0.89728251,-3.29892290,1.19061255,0.79574655,-0.74951792,1.42644769,0.46845744,0.04047613,0.42160318,-0.12904427,0.43051260,-0.71763455,0.66160039,-0.27770805,-0.08098293,0.47601767,39.96,0
108233.879,-0.60813477,-0.00553242,-0.53262907,1.54036204,0.76000922,0.41754803,-0.10887586,-0.41842402,-1.37642422,0.95413176,0.26769145,-0.39076190,-0.17478821,-0.90648409,0.42867004,0.29903542,0.60731205,-0.72827132,0.20338751,0.39420970,-0.01178218,-0.00379177,0.34847752,0.49919649,-0.05013542,0.64624527,-0.48288805,-0.12991213,28.79,0
162291.482,0.63106183,0.20475678,0.07837690,0.17023710,-0.88813781,0.63071009,1.72935880,0.22358623,-1.62256215,0.21868656,0.11696109,-0.20376140,-1.16105639,-0.58417399,-0.34778271,-1.03689888,-1.73654308,-0.55267574,0.27048767,1.39679339,-0.30742705,0.96555823,-0.35453323,0.14232002,-1.57688913,0.44579306,-1.16593931,-1.31594266,24.96,0
118785.934,-0.41559517,0.45233962,-0.28601305,0.44380083,-0.15867192,0.41881986,1.13889875,-0.21780574,-0.24032731,-0.36344479,-0.31492950,0.56824650,-0.67449097,-2.33776133,-1.50668552,1.14908140,-0.19207815,0.49525832,0.30446030,-0.02492525,0.50824061,-0.77026089,-0.74500037,0.79214906,-1.33651462,-0.40446043,-0.46591881,0.06004275,8.77,0
133080.134,0.66658716,-0.17729505,-0.06384644,-0.23288319,0.20415344,0.18656108,0.23327883,0.20673553,0.20217970,0.98749118,-1.13169447,0.92160093,0.13679232,-2.17031434,-0.74858955,-0.10725155,0.00539319,-0.10668057,-0.11925596,1.39532470,0.50242964,0.63795012,0.49817786,-0.34545833,0.42506596,0.07166222,0.30528766,-1.62426978,4.21,0
71934.282,0.03207176,-1.39694508,-0.52036083,-0.40247399,-1.51754620,-0.10266106,-0.34431433,1.11049798,-1.32024285,0.08609184,0.60571181,0.38397860,-0.69389409,-0.84254795,0.69718472,1.06078163,0.24691346,1.51541238,0.78531217,-1.05480250,-1.11794092,-2.20961387,0.77631396,0.82239136,0.79191617,0.44750999,-0.50353273,-0.50743590,9.64,0
42189.588,0.39741926,-1.26900376,-1.55527173,0.76289523,1.61729667,0.44191047,-0.46952709,-0.11704853,0.88681858,-0.67257573,-0.22927192,-2.05393944,-1.18883065,0.42365783,0.89118421,-0.38453224,-0.25192459,0.04028314,1.89827536,-0.28120632,-1.07549623,0.68099167,-0.69084553,1.61521065,1.24316715,-0.97554077,0.93333754,-0.10247438,106.12,0
6739.307,-2.35285414,-0.61345459,-1.02779292,-0.79429336,-0.01612991,0.77786301,0.15859958,-0.19179152,0.03043233,0.75352627,0.07152909,0.77873132,-0.10983398,-2.55992388,-0.03161851,-0.33825622,0.44762434,-0.67457903,-0.73509246,0.05113617,0.43758299,-0.75656231,-0.24648181,0.19561201,0.68030257,0.12139597,-0.04502914,-1.15122509,4.21,0
131582.301,-0.54488077,1.96594553,-1.20008452,-1.29707435,0.24632041,0.04744885,-1.48867006,0.40155386,1.33233750,-1.22852816,0.11484191,-0.18620014,1.23417498,0.22349307,-1.23150885,-1.62400134,-0.40270008,0.40828440,-1.79462375,0.32509023,-0.95946855,-1.16091973,-0.87103813,0.94523536,-1.09365227,0.75243158,-0.75105838,-0.17635289,16.32,0
116383.897,-1.27578732,-2.06603410,-0.04757931,0.81542424,0.22187777,-1.31587428,-1.07422078,-1.10839863,0.64272887,-1.51886734,-0.99111442,-0.07583505,-1.64371798,-1.46649437,-0.89672130,1.02819536,1.09119854,0.69996717,1.71413235,1.38029980,-0.22029315,0.17643935,-0.78777770,1.35775576,-0.35084524,-0.04546653,0.90748268,-0.08429610,22.06,0
47905.381,-0.48384628,1.07035791,-0.28507967,-0.06813593,-1.29983161,0.26695525,-0.62184693,-0.39094512,-0.06902038,0.27124467,1.02131598,0.16803263,1.02948135,-0.67148728,-0.36000397,-0.44320715,-0.13372779,1.11952845,0.56860294,-0.43230603,0.61570846,0.87464236,-0.81535293,0.96238420,0.41899211,-0.68417569,1.50934694,0.94558685,77.38,0
45315.899,-1.98615026,-0.50853566,-0.82055427,4.17394669,-0.41422194,0.23661042,-1.72641866,1.67271714,-0.43780954,-3.41257175,4.45713157,2.71196703,-1.56918216,-8.22127404,2.17761201,-1.21375969,1.32676625,1.24751821,1.34325300,0.18617307,0.43021841,0.63843071,-0.97464684,1.62016189,0.69403315,1.84934039,-0.84052959,1.28148487,170.16,1
71457.948,-0.59564474,0.42071287,0.48580227,0.24492803,0.63627640,-1.12869647,-0.83485635,0.80283973,0.29299170,0.46959947,-1.21840083,0.91095511,-0.49096260,0.12874579,-2.76054679,-0.75293149,-0.10668353,0.84419345,-0.18922037,1.20732423,0.02304104,-0.44553845,-0.33904187,-1.47833570,-1.17448918,-0.61815995,-0.35346627,-0.59705303,11.94,0
44862.821,0.75499038,0.90237628,-1.16762597,0.88434860,0.60946072,0.29252769,-1.02370973,-0.18512930,-0.01838526,-0.16538988,-0.69691449,0.39548649,0.52397530,-1.13060577,-1.08755290,0.97165218,0.52162682,-1.44928914,0.36359365,-0.11435891,0.07984991,-1.45468973,0.23962957,-0.44255272,-0.19794024,0.41303038,1.13761414,-1.21789931,3.71,0
18033.952,-0.81859439,-1.04950867,-1.32317024,0.26656708,0.23672851,1.82520920,-0.46176113,1.31018836,-0.86438260,1.19496327,0.75066935,2.14065517,-0.53066997,-2.76278776,-1.39526102,0.32273938,1.89747027,-0.44061222,0.10371190,-0.10388578,1.16951296,1.22700695,1.18082263,-0.10552722,0.60742159,1.29117690,0.91783470,-0.93002860,800.44,0
70189.122,-0.21156534,1.25201356,0.82654793,-0.99760924,0.31452752,-0.64714192,0.36521582,-0.00316366,0.91261631,1.52436532,0.23914801,-0.91783374,0.53573000,0.42092626,0.46733297,-0.37172078,1.84560010,-0.58897883,0.37483700,1.20463822,0.62601954,0.65883275,1.23611714,0.07487589,-0.76412687,-0.12279895,-0.71775011,0.52889843,18.12,0
15629.587,-0.07118716,0.13124673,-0.11066459,1.01595946,0.75746651,0.51914198,1.35174456,1.38858773,0.13889504,-0.19426335,1.02518259,-0.89397077,1.75179646,-0.49243316,-0.23076050,-1.35324163,1.20162392,-0.06421391,-0.10712532,1.00513795,-1.03047534,0.94115559,0.02351474,0.48370579,0.77454080,-0.12066594,-0.47774997,0.64422267,29.61,0
